area_sqft,bedrooms,bathrooms,distance_city_km,age_years,location_score,price
1453.3,1,1,0.5,49.6,5,3211010.0
1112.2,4,3,5.87,28.1,10,2922858.0
1792.4,4,3,4.7,7.4,9,4052646.0
1400.1,4,3,25.0,19.6,9,3327306.0
1396.7,1,2,8.1,21.6,9,3192512.0
1285.2,5,2,2.8,28.5,3,2665093.0
1454.3,1,1,5.64,3.1,9,3563776.0
1688.8,1,3,8.51,18.2,9,3860557.0
1096.5,4,3,3.6,0.5,5,2853157.0
1169.7,3,1,1.59,1.8,6,2755632.0
1293.7,3,1,1.18,22.4,7,2914352.0
928.9,3,1,1.75,25.1,10,2554249.0
1113.3,1,3,9.42,13.5,10,3020013.0
1233.3,4,2,2.39,13.1,10,3144917.0
1706.0,3,1,1.69,20.8,6,3763542.0
1491.9,2,3,8.2,35.5,5,3111897.0
1467.8,2,1,0.5,8.2,1,2711215.0
1697.8,2,3,4.51,1.8,4,3672897.0
1351.9,5,1,10.34,27.4,8,3164239.0
1536.7,4,3,2.64,6.3,8,3586660.0
1363.9,1,1,1.57,2.2,6,3006310.0
1492.9,1,2,3.38,14.3,3,2905356.0
1196.0,4,1,6.32,12.9,8,3218691.0
546.4,5,1,3.63,9.6,7,1897202.0
1353.0,4,2,0.5,29.5,9,3364829.0
1898.0,5,1,0.5,4.8,3,3859243.0
1724.2,3,2,6.39,0.2,6,3485946.0
1737.9,3,3,2.55,5.9,1,3391575.0
1832.6,5,2,7.68,0.1,8,4094276.0
1431.0,4,2,5.24,11.8,2,2892421.0
1469.1,3,3,4.36,7.1,5,2989114.0
1183.8,4,2,11.58,25.2,6,2735461.0
1289.4,3,2,0.5,24.0,4,3036633.0
1615.5,4,3,0.84,8.6,9,3962507.0
1821.4,4,1,4.9,3.7,3,3559639.0
1351.2,2,1,0.5,8.2,2,2700484.0
1242.4,5,2,5.18,15.4,3,2665958.0
1400.2,1,1,20.71,3.2,5,3124878.0
1610.4,5,1,10.55,22.2,1,3035314.0
894.7,4,2,4.47,6.0,10,2506805.0
596.3,4,3,11.22,40.4,4,1522359.0
1207.3,5,1,0.62,10.8,1,2504845.0
972.8,4,2,3.03,28.2,9,2760964.0
1222.2,3,3,2.8,14.4,3,2703256.0
1348.3,4,1,2.05,12.1,2,2975080.0
1241.4,5,3,0.5,17.2,5,2898016.0
1908.4,5,2,11.08,25.0,1,3558124.0
1514.4,5,3,7.52,15.5,10,3586200.0
1505.2,2,3,5.29,23.9,7,3474635.0
1617.8,2,2,0.69,3.2,9,3740212.0
1001.4,2,1,2.38,4.9,1,2045699.0
1763.7,2,1,12.91,3.9,8,3798004.0
1373.5,2,3,4.8,24.0,8,3460118.0
1634.7,2,3,4.62,1.4,7,3490135.0
1024.8,2,3,12.22,23.8,10,2878992.0
856.2,5,3,4.1,7.4,4,2232934.0
1686.3,1,1,4.55,1.2,7,3704121.0
1531.7,2,2,2.12,8.3,2,2884833.0
1084.3,5,2,2.32,5.4,6,2771985.0
1095.6,1,2,5.79,13.4,5,2421315.0
1793.9,2,3,1.93,9.6,5,3578348.0
983.7,1,3,4.09,5.3,8,2723633.0
1974.9,1,2,1.64,29.7,1,3624550.0
1084.8,3,1,0.91,7.8,8,2972180.0
1623.4,4,2,3.03,9.5,4,3429000.0
1285.0,3,1,1.23,28.1,10,3419090.0
1611.1,1,3,11.44,1.4,6,3333940.0
1209.6,5,2,1.81,7.4,6,2967071.0
1343.0,2,2,4.55,7.7,1,2572615.0
1414.3,4,3,1.53,10.3,8,3443954.0
1049.2,2,1,1.49,1.7,4,2212507.0
1659.3,5,2,2.16,1.6,9,3652742.0
1220.4,4,2,12.38,8.1,7,2809877.0
1320.0,3,1,2.48,0.5,4,2914552.0
1052.0,1,2,8.61,4.4,1,1790070.0
503.2,5,2,1.1,3.4,9,1819627.0
1333.1,1,3,0.5,10.1,10,3241043.0
2244.4,1,1,7.61,0.2,6,4555644.0
1674.6,2,2,3.9,16.9,6,3491429.0
1393.3,5,2,3.5,29.0,1,2914189.0
1308.0,1,3,1.59,18.4,5,2963384.0
1407.9,3,2,0.5,25.6,4,3068165.0
1591.5,4,3,3.3,15.5,1,3170125.0
986.7,5,2,10.1,10.6,7,2452398.0
1790.0,2,3,0.64,3.7,4,3651394.0
1650.4,5,1,13.24,4.9,3,3420757.0
1651.4,2,1,1.61,5.7,2,3322713.0
1553.5,4,2,3.8,0.6,8,3755716.0
1406.9,3,2,0.5,36.6,5,3062589.0
1635.5,1,3,2.77,34.6,10,3825861.0
1607.1,5,3,0.67,1.7,9,3888110.0
1276.1,2,1,0.5,12.2,5,2925174.0
1199.2,4,2,16.99,9.5,10,2888520.0
1435.6,1,3,6.55,17.3,1,2417678.0
1942.2,4,1,6.35,13.9,10,4234004.0
966.3,3,1,0.5,2.0,5,2075522.0
886.4,1,3,13.25,16.2,5,2179487.0
1457.7,1,2,3.17,14.1,8,3450653.0
1417.8,1,1,9.56,11.4,6,2873153.0
1460.7,2,3,0.5,7.7,5,3227898.0
1485.4,1,1,1.77,46.5,8,3532654.0
1321.9,4,2,25.0,28.4,1,2549840.0
1921.5,2,3,2.79,13.2,5,4261537.0
839.7,1,2,10.97,0.1,3,1733667.0
1110.0,4,2,1.99,8.5,5,2543577.0
1363.9,4,1,3.73,18.1,3,2695344.0
824.9,5,2,9.63,1.9,4,1998572.0
1338.5,4,1,4.65,7.8,9,3433197.0
1981.5,3,3,6.46,3.2,2,3874229.0
1407.3,1,3,1.3,6.2,10,3482791.0
1480.7,1,1,0.85,0.4,1,2948812.0
958.9,1,1,1.31,2.0,4,2176920.0
1184.3,4,1,3.4,9.1,8,2953311.0
1268.7,4,2,8.07,34.3,5,2718204.0
1288.8,1,3,2.18,10.1,9,3167664.0
1848.6,2,3,4.16,9.1,10,4369848.0
1595.2,2,2,8.17,23.2,3,3046869.0
1011.0,3,1,1.36,4.7,9,2594507.0
1486.3,5,3,10.73,1.5,1,2888169.0
1574.4,3,2,15.3,3.5,2,3041283.0
1799.1,1,1,0.5,23.5,9,4239357.0
1953.2,1,3,0.5,17.0,9,4291864.0
1044.7,1,1,0.5,1.4,10,2861645.0
1116.2,5,2,7.5,16.5,5,2572665.0
959.8,4,3,1.05,40.2,10,2794047.0
1318.1,5,1,6.47,0.7,4,3055829.0
1563.2,3,1,2.91,14.4,9,3704484.0
1745.6,4,1,9.05,7.2,10,4000376.0
1373.4,4,2,8.27,10.4,2,2862707.0
1288.1,3,1,16.05,11.3,3,2672627.0
1453.1,4,3,1.45,22.1,8,3420280.0
1107.7,2,3,1.3,12.2,1,2071028.0
2131.3,3,1,0.5,13.5,2,4195159.0
837.3,3,2,2.64,6.1,5,2073383.0
1464.7,2,3,3.07,2.0,7,3318242.0
2108.3,5,3,16.69,17.2,10,4958573.0
1402.4,5,3,8.88,0.0,9,3455753.0
1333.5,5,1,0.91,6.0,3,2934789.0
1274.9,4,3,8.01,3.7,4,2944442.0
1336.9,2,1,0.98,7.4,10,3340760.0
1880.5,3,1,0.5,5.6,1,3394363.0
625.8,3,1,9.07,18.3,1,1177644.0
1936.7,3,1,18.64,4.5,1,3584698.0
901.6,4,1,0.5,12.3,4,2279131.0
1306.7,4,3,8.41,9.1,9,3239025.0
1249.8,5,1,9.8,24.2,8,3264495.0
1606.0,4,1,0.63,8.4,4,3270480.0
840.7,5,1,1.67,29.9,8,2418168.0
1561.8,5,1,6.61,0.0,7,3550660.0
2108.5,3,1,8.24,13.9,6,4516813.0
922.9,4,1,2.18,0.1,10,2529686.0
1466.4,5,3,0.87,18.8,2,3140464.0
1168.3,2,1,5.23,4.0,3,2354104.0
1549.1,2,1,6.05,7.2,4,3330996.0
1406.7,4,3,3.5,7.2,7,3248748.0
1175.5,3,3,0.78,28.1,8,3057282.0
1570.8,3,2,9.31,1.6,8,3509880.0
2031.5,5,3,5.18,16.5,4,4240221.0
1333.2,4,3,10.17,59.7,9,3234033.0
1651.9,2,1,13.51,0.3,8,3611310.0
947.4,5,2,8.19,50.7,5,2017839.0
1065.2,5,1,15.93,0.3,3,2327118.0
1565.3,1,2,15.42,27.6,2,2781708.0
1919.4,4,1,4.83,48.8,9,4181709.0
1524.5,5,3,6.51,74.5,1,2767021.0
1290.4,2,3,6.01,9.2,7,2893145.0
1399.8,1,2,4.85,30.3,7,3182287.0
962.4,2,1,0.5,2.0,1,1974707.0
1611.6,3,1,2.2,8.3,7,3700736.0
1708.8,1,3,0.53,5.5,1,3160598.0
1241.8,1,3,1.79,7.5,2,2520446.0
1235.5,5,2,0.5,18.2,9,3208909.0
1493.1,3,3,12.63,1.4,8,3603684.0
1247.1,5,2,3.0,80.0,9,3221791.0
1376.9,4,2,1.05,15.1,9,3398348.0
2134.9,2,2,4.39,31.0,4,4349351.0
1313.5,2,2,1.09,26.6,5,2959059.0
1274.6,5,3,8.16,21.8,10,3198775.0
1173.4,2,2,1.83,0.6,7,2638418.0
1660.5,2,3,1.89,10.9,6,3485344.0
1336.6,4,2,10.2,6.0,9,3511621.0
1172.7,3,3,4.1,1.8,2,2309177.0
1862.5,1,2,10.92,6.3,8,4256328.0
1896.9,5,3,2.66,15.5,2,3699748.0
1189.9,5,1,2.11,3.9,2,2368123.0
746.7,4,2,3.53,8.8,3,1868470.0
1752.6,4,2,0.5,7.8,4,3842138.0
1160.4,1,1,0.84,0.8,6,2737912.0
1676.7,3,1,1.24,14.8,6,3743056.0
710.5,5,2,8.48,14.5,2,1505311.0
1712.4,4,3,6.62,50.9,6,3824384.0
976.1,5,2,1.07,5.3,8,2750622.0
1655.8,2,3,1.62,8.1,5,3513986.0
1405.0,5,1,14.44,7.8,1,2716842.0
1066.1,3,3,0.5,37.8,8,2936562.0
1257.5,3,2,3.96,7.9,6,2949996.0
1640.2,5,1,3.69,8.8,2,3030182.0
1437.1,2,1,6.47,4.4,7,3322790.0
1604.5,3,2,1.52,0.0,8,3855574.0
2091.8,4,2,13.65,1.8,2,3986499.0
852.5,5,1,2.64,18.3,1,1799061.0
1966.0,2,3,1.68,17.2,6,4207519.0
1436.5,4,3,2.05,5.8,6,3099215.0
1085.4,5,3,2.14,9.6,8,2875304.0
934.4,2,2,1.11,5.3,7,2377219.0
1333.8,4,1,13.16,19.7,8,3134156.0
1722.6,3,3,0.96,27.7,10,4103858.0
1355.4,5,1,10.72,34.4,10,3490217.0
1928.9,5,3,2.6,2.9,5,4074715.0
892.1,3,1,1.57,17.8,2,1986992.0
1395.8,1,2,1.11,49.5,5,3047229.0
961.7,4,2,3.51,15.8,2,2214945.0
1527.3,3,2,5.53,6.5,9,3851759.0
1710.4,5,3,11.42,15.2,5,3898224.0
1252.7,4,2,5.28,17.5,1,2321374.0
500.0,4,2,3.3,7.6,9,1904610.0
1469.6,1,2,0.5,1.6,10,3547899.0
1552.9,5,1,12.35,14.0,5,3726492.0
1541.5,2,1,11.63,24.3,1,2882053.0
1832.5,1,1,2.38,80.0,9,4189430.0
1025.1,1,1,0.5,3.8,9,2758610.0
1638.1,2,1,6.61,18.1,10,3513825.0
1817.4,2,1,7.84,0.4,10,4070960.0
777.5,1,1,3.91,52.5,9,2048736.0
1511.9,4,2,2.58,0.2,6,3387846.0
1223.5,3,2,9.52,6.7,10,3201299.0
1371.5,3,3,1.07,1.2,10,3623741.0
1521.7,1,2,2.9,14.6,2,2619709.0
1229.5,4,1,0.5,6.2,7,2997822.0
1163.5,2,1,0.9,19.8,2,2278858.0
1412.0,1,3,14.14,10.0,4,3042220.0
1019.5,5,2,4.31,8.2,4,2451089.0
1020.0,4,2,8.19,6.4,10,2823167.0
1637.8,5,3,3.33,1.4,7,3845257.0
997.9,5,1,9.0,3.4,6,2251514.0
1633.2,1,1,3.87,15.3,10,3885793.0
1561.9,4,1,0.5,10.3,7,3572280.0
796.0,5,1,11.5,1.1,6,1983015.0
1162.9,4,3,0.8,11.8,1,2576303.0
1817.9,3,2,2.99,0.8,4,3786026.0
1056.6,5,1,3.24,10.8,3,2252468.0
1237.5,5,2,0.5,50.3,7,2995247.0
1561.7,4,2,0.5,5.5,7,3704069.0
1674.2,3,1,7.19,19.3,4,3428809.0
1312.0,5,1,1.79,20.5,7,3168936.0
1190.9,1,1,2.64,7.8,4,2352388.0
1897.8,4,2,4.15,13.5,9,4234882.0
2008.6,4,3,2.34,9.6,3,3996905.0
1742.6,5,1,7.46,5.0,10,4139031.0
1429.9,3,2,10.79,21.1,2,2780455.0
1117.1,5,2,0.5,18.2,5,2690426.0
1109.3,2,1,5.04,34.6,9,2768613.0
1582.9,5,3,1.91,14.4,3,3593493.0
1546.4,2,1,4.38,7.4,1,2990717.0
1890.6,1,1,3.31,18.8,9,4325442.0
1627.7,4,3,2.03,14.5,5,3636612.0
873.9,4,1,0.5,14.4,2,1935163.0
1768.2,3,1,4.1,28.4,6,3810056.0
1050.7,5,3,0.6,36.2,3,2446744.0
1265.6,1,2,0.85,3.0,9,3259608.0
1487.6,2,2,20.14,5.7,3,2800766.0
2098.5,3,2,1.9,15.8,2,4166359.0
2488.5,1,2,4.39,12.2,3,4768552.0
1612.4,1,2,1.59,15.8,6,3264295.0
1335.9,2,1,10.03,8.5,3,2655615.0
1587.1,2,3,1.67,8.0,9,3636591.0
1710.7,4,2,2.29,1.9,9,4001399.0
1287.8,5,3,4.69,14.7,9,3316991.0
2028.3,3,2,10.2,2.9,2,3706693.0
1480.5,5,1,8.47,16.7,7,3393597.0
1574.2,3,2,1.53,51.2,2,3109620.0
1633.1,1,2,8.85,4.4,1,3092580.0
1547.6,2,3,6.04,2.3,5,3256293.0
1693.6,2,3,22.94,0.4,8,3805494.0
1184.0,1,1,13.7,7.1,3,2299834.0
1204.6,1,3,3.81,3.6,7,2799505.0
1014.9,3,3,6.93,10.2,6,2270008.0
1553.8,1,3,4.22,11.1,1,2910948.0
1672.6,3,1,4.52,6.4,7,3789841.0
1560.2,5,1,0.54,20.8,3,3175687.0
1986.1,2,1,0.5,35.3,4,3967135.0
1398.0,2,3,0.5,3.6,10,3574410.0
1634.1,2,3,17.0,27.1,2,3242601.0
1017.9,5,1,0.67,2.1,1,2152365.0
1264.5,5,3,0.5,3.9,5,3061696.0
1643.4,4,3,1.85,12.4,6,3704418.0
1697.2,3,2,4.44,5.5,2,3272687.0
1297.1,3,1,14.83,0.6,10,3102194.0
1374.9,4,1,6.02,5.2,6,3072486.0
868.7,2,3,1.62,35.3,6,2245870.0
1275.0,3,3,13.99,2.9,8,3103955.0
1711.6,3,2,0.5,21.6,8,4133184.0
1601.3,2,1,19.33,19.2,6,3457098.0
1575.2,1,1,0.5,1.7,7,3667937.0
1417.4,1,3,7.01,6.0,4,2685456.0
1402.5,4,1,0.5,3.1,5,3350863.0
1168.9,5,3,13.41,0.4,6,2845522.0
1644.6,3,2,0.58,2.8,6,3723651.0
1547.3,3,3,0.5,3.4,3,3374356.0
1572.2,4,2,11.0,2.7,9,3740153.0
1215.9,4,3,0.5,1.4,4,2678966.0
646.3,3,2,8.0,11.2,8,2116828.0
1784.0,2,2,6.87,5.8,4,3508205.0
1232.4,2,1,4.57,35.8,6,2619034.0
1098.0,5,3,2.37,3.1,1,2291642.0
1642.7,3,1,12.36,13.9,2,3088414.0
1262.8,3,1,10.24,34.6,6,2796746.0
1771.0,3,3,2.78,0.7,3,3605357.0
1616.0,3,1,1.32,10.9,7,3806854.0
1639.2,4,1,1.59,9.0,1,3242857.0
921.9,1,1,1.24,39.6,3,1810451.0
1824.2,3,3,3.9,16.3,3,3592137.0
1491.4,1,1,10.15,6.4,1,2655614.0
1270.8,2,1,7.43,18.6,4,2575985.0
1450.2,5,1,7.94,13.1,8,3381430.0
778.3,2,3,2.97,6.4,7,2003306.0
1543.0,3,2,1.95,23.1,7,3554777.0
1039.7,2,2,7.08,16.5,5,2281598.0
926.6,4,2,7.88,0.1,4,2032460.0
867.2,1,2,5.94,30.1,10,2481844.0
1789.4,3,1,0.5,7.6,6,3999297.0
1179.8,4,3,4.45,15.6,2,2438641.0
1936.8,1,1,2.13,7.6,1,3792443.0
1212.5,4,3,1.09,32.0,7,3280651.0
802.4,2,1,5.93,15.8,4,1853923.0
1009.2,3,2,1.56,13.0,7,2523262.0
1832.5,2,2,12.2,58.9,6,3805366.0
1345.4,5,3,1.77,4.9,9,3347798.0
1208.1,3,1,4.05,1.0,10,3041572.0
1456.0,2,2,8.79,10.9,6,2968918.0
1575.6,3,3,2.57,8.3,3,3184393.0
1791.1,1,1,8.82,9.1,7,3638089.0
1907.0,3,3,6.43,14.5,9,4419678.0
1274.1,3,1,12.68,14.3,10,3099290.0
935.9,1,1,1.97,7.5,6,2263478.0
1255.3,2,1,0.55,29.8,7,3042021.0
1491.1,3,3,2.81,15.8,8,3685250.0
1062.7,4,3,7.7,33.1,4,2345874.0
1065.0,3,1,2.99,36.7,5,2447212.0
1520.3,2,2,1.52,2.7,4,3238960.0
1383.0,1,1,0.5,17.1,1,2767131.0
1411.5,2,3,1.88,5.7,6,3299402.0
1134.5,5,1,6.25,27.2,7,2937117.0
1319.4,3,3,0.8,19.8,2,2536110.0
1076.5,3,1,2.08,3.3,6,2496454.0
1711.6,1,1,0.5,41.9,2,3390051.0
1762.3,3,2,6.4,17.3,10,4206126.0
753.8,4,2,10.63,44.5,5,1841244.0
1074.7,4,3,4.2,3.4,1,2149511.0
876.2,2,1,0.5,30.6,3,2005818.0
1172.5,1,3,1.23,16.5,4,2315042.0
1370.8,5,1,2.89,12.1,4,3086598.0
892.6,2,1,4.43,25.8,2,1790188.0
1077.3,1,1,3.43,15.0,8,2573246.0
1048.6,1,2,12.38,16.6,6,2427255.0
1472.5,2,3,13.95,4.4,9,3441684.0
1424.3,2,1,0.57,25.5,6,3174657.0
1147.4,3,1,0.74,15.8,3,2447446.0
1461.9,5,3,2.22,27.9,2,3127160.0
1208.7,4,3,2.73,6.5,9,3202843.0
1304.9,3,1,4.41,6.0,3,2451211.0
1985.7,1,2,7.42,0.4,6,3933969.0
1869.2,5,2,0.73,22.0,10,4370173.0
945.1,5,1,8.11,6.0,2,2056246.0
1690.4,2,2,4.71,5.9,7,3787903.0
1684.0,5,3,19.79,17.5,1,3448560.0
998.1,5,2,5.27,4.4,9,2664509.0
1686.6,1,3,6.3,36.0,1,3270556.0
1938.3,3,3,1.09,11.6,9,4248339.0
1007.1,5,3,7.32,52.3,1,2044974.0
1078.9,2,3,0.5,1.2,1,2230634.0
1756.2,3,2,5.34,6.2,8,3996881.0
1495.0,2,3,0.5,7.2,1,2905915.0
1593.0,5,1,0.61,19.7,8,3809329.0
1519.2,3,3,0.57,3.6,3,3064943.0
1536.7,5,1,0.5,7.1,4,3457160.0
935.7,1,3,1.94,36.2,2,1936188.0
1766.6,3,3,25.0,1.8,6,3805602.0
1809.4,2,2,2.14,20.5,7,3920081.0
1319.7,1,3,7.15,18.2,10,3238411.0
1384.8,4,3,0.71,2.1,3,3075883.0
864.1,2,2,3.03,17.5,9,2611577.0
1580.0,5,2,1.02,12.7,3,3184271.0
1600.2,2,1,1.07,5.1,7,3412452.0
1378.2,4,2,0.53,5.6,4,3090733.0
1793.5,2,1,2.83,26.8,5,3650714.0
1283.1,1,3,0.5,3.9,9,3255368.0
1597.6,2,1,12.03,10.8,3,3100872.0
1043.1,3,2,2.97,17.1,3,2323950.0
1391.8,4,3,9.12,2.1,9,3424457.0
1339.0,2,1,19.43,40.4,9,2970675.0
1478.9,4,1,5.66,4.5,4,3022936.0
1270.7,1,1,11.59,5.8,1,2279063.0
1354.0,3,3,0.73,16.5,1,2564039.0
1689.1,5,1,8.86,1.2,9,3967215.0
1247.1,2,1,1.58,14.8,6,2842437.0
837.7,1,2,3.2,37.2,5,1899238.0
2012.4,4,1,5.2,4.3,10,4647710.0
1883.5,4,3,11.69,6.7,3,3591051.0
947.7,1,2,12.1,4.0,3,1817398.0
1641.4,2,3,0.5,25.6,2,3137320.0
1224.0,5,2,2.27,2.8,7,3159371.0
1492.2,2,2,7.88,6.4,9,3794052.0
1503.0,3,1,6.07,13.8,6,3175749.0
1318.0,2,3,0.5,7.8,10,3405434.0
1125.7,3,1,2.99,1.0,1,2118797.0
1158.3,4,2,8.84,44.3,6,2711211.0
1079.3,3,1,6.69,6.2,8,2629965.0
1108.9,5,2,2.65,8.8,8,2956519.0
1376.5,1,2,6.64,2.8,10,3447151.0
1149.5,3,3,4.01,30.1,3,2299482.0
1638.7,2,3,12.19,5.2,1,3106315.0
1920.5,3,3,4.42,0.3,5,3829878.0
1197.0,4,3,2.56,5.7,6,2865746.0
1483.8,3,1,9.94,62.1,10,3483959.0
1574.9,5,3,0.5,2.4,9,3920119.0
1565.2,3,3,11.54,0.5,2,3047615.0
1426.6,5,3,5.96,12.9,1,2796518.0
1659.9,2,2,14.12,7.0,7,3574679.0
1568.8,4,2,1.44,23.8,2,3200307.0
966.8,1,3,5.94,19.7,2,1962326.0
1704.2,2,2,8.29,3.1,3,3373967.0
1710.6,2,2,6.06,12.5,4,3397969.0
1132.8,1,1,1.18,0.5,7,2831397.0
1413.3,3,2,1.61,8.7,1,2953917.0
1639.2,3,1,4.18,18.8,6,3384640.0
1326.7,3,2,2.96,8.0,7,3150625.0
1775.5,4,3,6.64,1.9,3,3570518.0
2227.4,2,2,2.38,1.0,3,4476104.0
1124.9,5,2,9.81,28.8,2,2320885.0
916.6,1,1,2.83,33.3,5,2065842.0
1506.3,2,3,0.5,6.3,7,3563910.0
1652.5,3,1,0.5,2.7,3,3351324.0
1319.2,1,3,5.2,57.7,7,3177140.0
1908.6,5,3,3.89,11.8,8,4437299.0
931.5,2,1,3.91,9.7,3,2076308.0
1642.5,2,2,7.8,20.3,1,3025204.0
1187.9,4,3,2.36,2.8,3,2602594.0
2001.8,2,2,25.0,13.0,6,4189503.0
2097.4,2,1,14.55,33.1,1,3871223.0
1131.7,5,1,0.5,0.4,9,2932418.0
1207.7,5,1,11.3,16.8,3,2548380.0
1700.9,1,1,5.71,12.0,3,3339793.0
1264.5,3,3,3.49,45.2,7,2986191.0
1384.1,5,1,4.37,4.5,7,3320621.0
1408.9,1,2,9.22,29.4,6,3005719.0
728.1,2,2,15.08,5.5,7,1657675.0
1395.2,1,3,4.11,8.4,5,2846005.0
1158.6,1,1,1.0,3.6,8,2956559.0
1227.4,1,3,5.1,29.9,10,3085604.0
1905.3,1,3,0.5,3.3,2,3754010.0
960.2,5,3,5.04,29.4,5,2364782.0
1684.6,3,1,8.27,9.1,9,3768749.0
1302.4,1,2,2.18,27.0,4,2661357.0
1302.1,4,2,0.5,4.6,8,3323368.0
1676.6,2,3,5.89,2.1,3,3416269.0
1519.0,2,3,2.07,12.1,6,3649919.0
1599.7,2,2,1.43,10.7,8,3636005.0
1738.9,2,2,5.84,6.6,9,4177104.0
1284.0,2,1,17.46,16.3,7,2768507.0
1185.7,1,3,6.84,1.5,6,2757578.0
1020.2,3,1,3.38,14.6,6,2461566.0
1111.1,4,2,4.59,3.6,6,2667369.0
2432.2,5,2,0.77,2.1,10,5535595.0
1835.6,4,2,8.39,36.1,9,4111798.0
927.1,5,2,4.64,9.2,3,2227463.0
937.1,5,1,16.88,21.6,4,2006763.0
1568.7,4,2,19.43,1.4,3,3198971.0
1591.5,1,3,2.19,0.9,9,3844826.0
1592.1,2,2,22.35,10.2,5,3440581.0
1310.8,1,3,15.71,5.7,10,3350193.0
1356.1,2,2,5.11,0.1,8,3281011.0
1514.8,3,1,2.03,3.0,8,3469911.0
1430.1,5,3,7.0,3.7,9,3490619.0
623.2,4,1,1.58,5.1,10,2037170.0
1319.6,3,2,4.97,31.5,7,2917119.0
1102.0,2,1,0.5,8.2,3,2344294.0
1461.3,1,2,4.95,17.1,5,2980590.0
2444.8,4,1,15.14,0.3,3,4862400.0
1528.6,5,1,1.34,25.2,2,3040752.0
1290.3,3,3,7.53,4.1,3,2710228.0
1722.6,5,2,1.74,5.5,10,4196920.0
1568.9,2,1,6.15,0.7,9,3471750.0
1547.0,5,2,6.02,7.9,9,3893984.0
1612.4,1,3,1.02,28.7,8,3779091.0
2119.8,3,1,4.55,7.1,7,4601536.0
1004.2,3,2,9.8,35.9,1,1988090.0
1565.8,1,1,2.41,30.3,9,3507262.0
1075.8,5,1,6.19,1.0,10,2888027.0
1594.4,1,1,5.61,5.5,2,3064332.0
1078.5,4,1,1.49,36.2,6,2783244.0
1253.9,1,3,12.54,0.5,10,3196472.0
1296.7,5,3,4.14,21.8,5,3107099.0
1741.5,1,2,2.19,35.5,6,3614326.0
1721.5,2,2,0.9,22.1,8,4045435.0
964.0,1,1,3.21,20.4,8,2374142.0
1419.2,1,1,6.55,27.8,10,3408777.0
1151.6,5,1,4.89,16.4,2,2342943.0
959.5,4,3,6.49,8.3,7,2618106.0
1324.0,4,1,7.85,1.0,2,2754651.0
1292.0,5,2,2.91,23.3,1,2423741.0
2249.4,5,1,3.67,35.3,8,5052959.0
1551.5,5,3,21.5,10.7,9,4018233.0
917.8,2,1,17.22,11.4,7,2176629.0
1202.3,3,3,2.68,7.7,4,2661521.0
1757.5,1,3,5.78,29.2,7,3942382.0
2131.0,5,3,1.56,0.2,4,4477131.0
844.9,5,3,0.83,14.7,7,2426511.0
742.0,5,2,7.31,35.7,4,2048376.0
2054.8,4,3,2.87,1.6,9,4548112.0
1536.4,5,2,0.97,48.0,5,3317400.0
1096.1,1,2,7.11,51.5,7,2580740.0
1587.1,5,1,12.34,39.8,8,3439232.0
500.0,1,1,13.54,9.3,5,1213466.0
1401.2,2,3,4.54,7.2,1,2649901.0
1514.7,3,1,3.27,18.4,4,3262865.0
1723.5,4,3,0.76,5.8,3,3699437.0
1045.1,1,1,7.87,1.1,7,2257023.0
1430.0,2,3,14.53,34.8,6,3019531.0
1076.1,3,1,11.01,15.1,6,2396887.0
1489.4,3,1,6.97,3.5,2,2876204.0
1086.6,3,2,0.5,0.3,6,2544564.0
1257.2,1,1,2.62,19.3,8,3016779.0
1051.5,2,1,2.64,28.7,5,2272258.0
1627.9,5,3,11.24,7.8,9,3981208.0
1700.5,2,2,0.5,1.3,2,3374635.0
1317.9,2,3,3.79,15.7,7,2967626.0
1413.4,2,1,0.73,5.3,6,3336396.0
893.0,1,3,5.43,2.3,6,2353078.0
1295.1,1,2,7.86,10.7,4,2697316.0
1382.4,1,3,5.14,9.9,10,3388986.0
2317.3,2,1,7.91,10.9,9,4834999.0
1010.8,1,3,4.68,26.1,6,2502555.0
1912.5,3,1,1.05,9.9,8,4376073.0
1748.9,1,2,2.41,34.6,8,3770165.0
1498.2,4,2,15.72,27.7,4,3022205.0
2015.5,1,3,1.7,15.8,5,4204221.0
1530.2,1,2,0.5,0.9,2,2882992.0
1536.2,1,3,2.43,30.0,4,3090110.0
1381.4,1,1,2.28,35.4,6,2867900.0
1828.2,4,3,3.18,7.1,2,3540607.0
1783.8,5,1,4.11,11.2,2,3453072.0
1181.0,1,2,24.41,4.9,10,3049489.0
938.3,3,1,7.06,0.2,7,2152864.0
1329.0,4,1,0.5,9.8,10,3523061.0
1120.0,5,1,6.24,2.1,5,2635689.0
1377.8,1,1,8.69,3.0,3,2806252.0
1833.1,5,1,11.3,9.8,3,3698065.0
1239.9,3,3,2.76,30.3,7,2940683.0
1385.0,4,1,1.88,27.9,3,2783167.0
1420.3,4,1,9.14,50.3,10,3591025.0
1697.0,5,1,7.52,9.9,5,3683760.0
613.6,1,1,3.84,12.0,2,1196217.0
1187.7,2,1,0.63,25.9,3,2581559.0
1473.9,4,1,5.27,18.0,4,3042763.0
1820.0,2,2,0.5,3.0,1,3497975.0
1227.8,4,3,0.53,7.6,4,2747953.0
743.2,1,1,2.01,39.7,4,1728047.0
1616.9,1,3,2.32,2.4,3,3136283.0
1177.6,4,2,3.1,3.5,10,3145015.0
983.6,5,2,2.07,7.7,9,2720427.0
